"","utilisateur","intermediarite","communaute","degre.entrant","degre.sortant","degre","degre.entrant.pondere","degre.sortant.pondere","degre.pondere","excentricite","proximite","proximite.harmonique","PageRank","vecteur.propre","agglomeration","texte","lol","categorie","langue.avant","langue.apres","langue.moi","langue.auto","plus.d.une.occurrence","source","tweets","abonnements","abonnes","pays","province","ville","fuseau.horaire","codeur"
"4018","Charles_Lawrence","0.000000e+00","1032"," 0","217","217","  0"," 323"," 323"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@Little_G2 lol","lol","adjoint","indefini","indefini","indefini","indefini","non","Android, Twitter","  1658"," 1307"," 2351","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"4019","Charles_Lawrence","0.000000e+00","1032"," 0","217","217","  0"," 323"," 323"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@barrytobebarry @graeme_from_IT @caithnesshealth an snp MP explain himself? LOL. Careful there, you could get a visit from Police Scotland","LOL","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  1641"," 1306"," 2350","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"4020","Ryan_Chilson","9.807572e-08","1032"," 0","  1","  1","  0","   1","   1"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@saragraham_ great for the liver detox too, lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","    58","   19","   18","Canada","Nouveau-Brunswick","Saint-Jean","indefini","Shari"
"4021","Victor_French","0.000000e+00"," 572"," 0"," 15"," 15","  0","  34","  34"," 1","1.0000000","1.0000000","2.516914e-04","0.0000000000","0.000000e+00","@crocodibli lol theres a country called turkey thats funny because it sounds like chicken","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","   832","  110","   56","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4022","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy She's like most ladies lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  4600","   20","  108","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4023","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy Looks like he is sound asleep lol. Cute birthday boy","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  4616","   15","  109","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4024","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy Lol, I think they need to work on fixing their bell","Lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","  4606","   20","  107","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4025","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy LOL  Why did you offer that much? It doesn't sound like it was worth it.","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","  4579","   19","  111","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4026","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy Maybe they're still growing LOL. Other than that I don't know....","LOL","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  4607","   20","  107","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4027","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy Lol good try though. Glad you were able to stop her.","Lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","  4591","   20","  112","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4028","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy Interesting picnic supplies LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  4596","   20","  110","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4029","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@HungryTruckerAB LOL I agree...same as Facebook too.","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","  4571","   17","  110","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4030","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@HungryTruckerAB LOL","LOL","adjoint","indefini","indefini","indefini","indefini","non","Web, Twitter","  4594","   20","  110","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4031","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy Are there any chores that need doing that you could bribe her with? lol just a thought....","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  4573","   19","  111","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4032","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy LOL someone sure looks mighty pleased with herself. You are tucked in there good and tight by the looks of it.","Lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","  4625","   14","  108","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4033","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy Kids are great at making the messes but not a cleaning them up lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  4573","   19","  111","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4034","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy LOL well, I guess she sure comes out with the funny stuff","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","  4549","   17","  109","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4035","Ambria_Howard","0.000000e+00","1097"," 0","  7","  7","  0","  51","  51"," 1","1.0000000","1.0000000","2.409661e-04","0.0000000000","0.000000e+00","@AuthorLMurphy I owuld like to see that dance move lol. I can't dance myself","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  4558","   17","  110","Canada","Nouvelle-Ecosse","indefini","-5","Shari"
"4036","Randa_el-Uddin","0.000000e+00","2265"," 1","  9"," 10","  8","  20","  28"," 1","1.0000000","1.0000000","5.792852e-03","0.5000000000","1.111111e-01","@Randa_el-Uddin WE JUST DIDNT WANT TO PLAY WITH SOMEONE WHO WAS GONNA INTENTIONALLY FEED LIKE IM SORRY LMAO","LMAO","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  1761","  323","   61","Canada","Nouveau-Brunswick","indefini","-8","Shari"
"4037","Randa_el-Uddin","0.000000e+00","2265"," 1","  9"," 10","  8","  20","  28"," 1","1.0000000","1.0000000","5.792852e-03","0.5000000000","1.111111e-01","@Randa_el-Uddin like its like you automatically are implying the thing youre enjoying is bad and weird its like :/ can you just be a fan lol?","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  1631","  295","   53","Canada","Nouveau-Brunswick","indefini","-8","Shari"
"4038","Randa_el-Uddin","0.000000e+00","2265"," 1","  9"," 10","  8","  20","  28"," 1","1.0000000","1.0000000","5.792852e-03","0.5000000000","1.111111e-01","@Randa_el-Uddin congrats if u like deep female voices tho lmao","lmao","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  1664","  304","   57","Canada","Nouveau-Brunswick","indefini","-8","Shari"
"4039","Rhemedio_Burke","0.000000e+00","1032"," 0","  8","  8","  0","  10","  10"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@DericoSymonds Only a couple good years left!  Then it's all down hill...    Lol _Ù÷÷  Happy Birthday _Ù_  xx.","Lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  5071"," 1157","  290","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"4040","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@Hydraponica LOL ...Can you imagine it. He'll be selling cat skin coats in the grounds of parliament that he's claimed for his exclusive use","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","102149","  538"," 1323","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4041","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@dtone944 @evanmcmurry LOL - oh dear - well I'm pretty sure they weren't the four legged variety.","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","101882","  544"," 1317","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4042","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@Vicki170266671 @shogunator1 @wikileaks You're the people that voted Donald Trump as President, and you say I'm insane? LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","102492","  536"," 1323","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4043","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@JeremyCorbett LOL yes, it happened, in the same way walks on a sandy beach in the moonlight made him good in bed.","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","102323","  538"," 1323","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4044","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@dtone944 LOL I was being prissy !! The yrs are going by 2 quickly &amp it's almost my birthday. I'm touchy about the increase in age this week","LOL","adjoint","indefini","anglais","anglais","anglais","non","indefini","101882","  544"," 1317","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4045","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@TheNBR @dbseymour LOL fixing housing?  Why did they ruin it in the first place - they've had 9 long years &amp done 0 but made it worse.","LOL","adjoint","indefini","anglais","anglais","anglais","non","indefini","102905","  532"," 1327","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4046","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@CarolCATX @wikileaks LOL the holocaust had been going for 3 years &amp America refused to help stop it until after Pearl Harbour.","LOL","adjoint","indefini","anglais","anglais","anglais","non","indefini","102432","  538"," 1323","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4047","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@Nyssamarie_Minjares-Leon @TonkWoman  LOL stupid isn't it. They've actually proved a second language introduced early is best.","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","102709","  534"," 1325","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4048","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@hariata LOL  I was being cheeky, however it's amazing how not drinking tea or coffee has, especially historically, been socially limiting.","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","102458","  536"," 1322","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4049","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@Hydraponica LOL me too. I've tried, I've REALLY tried, but in the end I screw them into a ball &amp; shove them in the cupboard!","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","101622","  548"," 1322","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4050","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@TansonDed @wikileaks LOL you keep believing that sunshine","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","102404","  538"," 1323","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4051","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@kathadu LOL - you gotta love twitter !!! It's so frustrating to have a good discussion on","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","101774","  546"," 1319","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4052","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@Wannadosumfin LOL  yep, I think it will go something like that. I bet most ppls last thoughts will be ""why did we trust those politicians""","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","101073","  550"," 1315","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4053","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@pmbillenglish @RtHon_JohnKey LOL oh dear.. you've had 8.5 years for ALL Kiwis to benefit from your policies &amp promises &amp","LOL","adjoint","indefini","anglais","anglais","anglais","non","indefini","103021","  532"," 1325","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4054","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@NZNationalParty @RtHon_JohnKey LOL still including ol'whathisname, in your tweets &amp; using exploitation of NZers to make yrselves richer?","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","100914","  532"," 1316","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4055","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@NOCONSPIRACY1 @AndrewLittleMP LOL that's a perfect description. Time NZ started looking after NZers &amp stopped trying to be everyone's heros","LOL","adjoint","indefini","anglais","anglais","anglais","non","indefini","101986","  539"," 1318","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4056","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@FoxyLustyGrover LOL ... would be nice, but I don't think she'll be an MP again. Perhaps NZ's first President??","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","101611","  548"," 1322","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4057","Tawfeeqa_al-Khalifa","6.954096e-03"," 302","21","394","415"," 82","1299","1381"," 9","0.2865861","0.3342065","1.101694e-04","0.3304448635","4.875312e-03","@NapierinFrame @Nyssamarie_Minjares-Leon LOL Auckland based business doesn't think there is anything worth writing about beyond the Bombays.","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","101152","  551"," 1314","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"4058","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@Alicia_Mammola ptdr t'Ì©tais la peut Ì»tre ??? C drole de raconter l'histoire qu'ÌÊ moitiÌ© aussi mdr mais apres si tu veux y' avait 20 tÌ©moins","ptdr","adjoint","indefini","francais","francais","francais","oui","iPhone, Twitter"," 52138","  362"," 1028","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4059","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@sabrinafeltane hein ptdr kesturaconte ??","ptdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 52232","  361"," 1025","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4060","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@AndreaEnamorad1 ptdr mais deja c super gÌ»nant leurs post mdr et y'a personne qui balance un truc un minimum intÌ©ressant","ptdr","adjoint","indefini","francais","francais-anglais","francais","non","iPhone, Twitter"," 52342","  355"," 1018","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4061","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@GossipGirls83 ptdr vs avez vrmt cru la vie c'Ì©tait une sÌ©rie... en plus vs le faite mÌ»me pas bien le compte est super nul","ptdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 52346","  355"," 1018","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4062","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@joswag10 a l'ancienne sur twitter mdr","mdr","adjoint","francais","indefini","francais","francais","non","iPhone, Twitter"," 52303","  356"," 1017","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4063","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@guichard_elisa mdrrr","mdrrr","adjoint","indefini","indefini","indefini","indefini","non","iPhone, Twitter"," 52198","  361"," 1027","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4064","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@AndreaEnamorad1 exactement t un peu ma kendall Jenner ÌÊ moi lol","lol","adjoint","francais","indefini","francais","francais","non","iPhone, Twitter"," 52110","  362"," 1025","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4065","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@_cheekyxkim mdr t bizarre toi","mdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 52350","  355"," 1017","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4066","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@Awenwena @jerundio_ je me suis fait embarquÌ©e 2x et jss blanche + blonde hein stop les prÌ©jugÌ©s lol","lol","adjoint","francais","indefini","francais-anglais","francais","non","iPhone, Twitter"," 52120","  362"," 1028","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4067","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@Melissaguchd mdrrrrr salope","mdrrrrr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 52335","  354"," 1017","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4068","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@GossipGirls83 vos comptes minables qui vs laisse pousser des couilles pcq vs Ì»tes en anonymes mdr c mm pas un peu drÌ«le","mdr","adjoint","francais","francais","francais","francais","non","iPhone, Twitter"," 52346","  355"," 1018","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4069","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@kim_asutra Ptdr C sur","Ptdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 51826","  353"," 1019","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4070","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@dylcec c Ì¤a mdr","mdr","adjoint","francais","indefini","francais","francais","non","iPhone, Twitter"," 52303","  356"," 1017","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4071","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@Alicia_Mammola ptdr t'Ì©tais la peut Ì»tre ??? C drole de raconter l'histoire qu'ÌÊ moitiÌ© aussi mdr mais apres si tu veux y' avait 20 tÌ©moins","mdr","adjoint","francais","francais","francais","francais","oui","iPhone, Twitter"," 52138","  362"," 1028","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4072","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@kim_asutra Ptdr clairement mais bon me faire filmer nue comme un verre Ì¤a va 5min","Ptdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 51825","  353"," 1019","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4073","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@celisse_laura moi elle me colle pas elle me vire lol","lol","adjoint","francais","indefini","francais","francais","non","iPhone, Twitter"," 51949","  359"," 1024","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4074","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@_cheekyxkim mdr jte jure jtm bien mais des fois tu dis grv nimp","mdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 52350","  355"," 1017","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4075","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@Melissaguchd g la gastro lol","lol","adjoint","francais","indefini","francais","creole haitien","non","iPhone, Twitter"," 51784","  353"," 1018","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4076","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@FrEneesik mdr merci","mdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 51972","  359"," 1024","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4077","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@GossipGirls83 et en plus un gossip girl c'est pour viser l'Ì©lite  mdr la jeunesse dorÌ©e la vous y Ì»tes pas du tout _Ù÷â_Ù÷â_Ù÷â","mdr","adjoint","francais","francais","francais-anglais","francais","non","iPhone, Twitter"," 52346","  355"," 1018","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4078","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@Faatimah_Harden mdr fo je retrouve cette video","mdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 51784","  353"," 1018","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4079","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@EdeylieA mets du savon lol","lol","adjoint","francais","indefini","francais","francais","non","iPhone, Twitter"," 52313","  355"," 1016","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4080","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@celisse_laura hein mdr","mdr","adjoint","indefini","indefini","indefini","francais","non","iPhone, Twitter"," 52258","  361"," 1023","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4081","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@kim_asutra Ì¤a Ì¤a dÌ©pend si tu es proche ou pas du rÌ©alisateur lol","lol","adjoint","francais","indefini","francais","francais","non","iPhone, Twitter"," 51826","  353"," 1019","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4082","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@delsouul rien d'affolant en attendant de tous les piercing que j'ai fait C cartilage qui fait le + mal mdrrr","mdrrr","adjoint","francais","indefini","francais-anglais","francais","non","iPhone, Twitter"," 51788","  353"," 1018","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4083","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@lauriedu0606 @sabrinafeltane mdr tu vois quoi avec ton strabisme dÌ©jÌÊ ?","mdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 52275","  360"," 1023","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
"4084","Faatimah_Harden","0.000000e+00","2067"," 1"," 40"," 41"," 11"," 190"," 201"," 1","1.0000000","1.0000000","2.299223e-02","0.9895931546","2.500000e-02","@Alicia_Mammola Ptdr Ba viens les porter tes couilles un peu tu mangeras le meme genou tete que ta copine _Ù÷ä_Ù÷ä","Ptdr","adjoint","indefini","francais","francais","francais","non","iPhone, Twitter"," 52138","  362"," 1028","France","Provence-Alpes-Cote d'Azur","Saint-Raphael","-8","Shari"
